coursereferencenumber,coursetitle,trainingprovideralias,skill_cluster,full_course_fee,course_fee_after_subsidies,usd_list,usd_after_ssg,courseratings_stars,courseratings_noofrespondents,attendancecount,number_of_hours,lookup_url,already_in_scored_catalogue
TGS-2025054731,SDE5403 Sustainability Reporting and Practices,SINGAPORE INSTITUTE OF TECHNOLOGY,esg_reporting,3300.0,990.0,2574.0,772.2,,,,24.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025054731,False
TGS-2025054734,SDE5404 Sustainability Legislation Frameworks,SINGAPORE INSTITUTE OF TECHNOLOGY,esg_reporting,3300.0,990.0,2574.0,772.2,,,,24.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025054734,False
TGS-2024050537,SDE5405 Sustainability Roadmapping,SINGAPORE INSTITUTE OF TECHNOLOGY,esg_reporting,3300.0,990.0,2574.0,772.2,,,,24.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024050537,False
TGS-2024050538,SDE5406 Circular Economy and Design,SINGAPORE INSTITUTE OF TECHNOLOGY,esg_reporting,3300.0,990.0,2574.0,772.2,,,,24.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024050538,False
TGS-2023021409,Sustainability and Climate Risk Certification Training Program,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,3300.0,990.0,2574.0,772.2,,,,22.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023021409,False
TGS-2025056076,Sustainability and Climate Risk Certification Training Program,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,3300.0,1650.0,2574.0,1287.0,,,,22.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025056076,False
TGS-2025056074,Sustainability and Climate Risk Certification Training Program (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,3300.0,1650.0,2574.0,1287.0,,,,22.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025056074,False
TGS-2023038124,Sustainability and Climate Risk Certification Training Program (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,3300.0,990.0,2574.0,772.2,4.0,29.0,65.0,22.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038124,False
TGS-2021006644,EEE6109 Design for Sustainability in Electrical and Electronic Engineering,SINGAPORE INSTITUTE OF TECHNOLOGY,esg_reporting,3309.06,992.72,2581.0668,774.3216000000001,5.0,1.0,6.0,39.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021006644,False
TGS-2024049779,Environmental Performance and Compliance: Integrating ISO 14064 and LCA for Comprehensive Sustainability Reporting,NTUC LEARNINGHUB PTE. LTD.,esg_reporting,3500.0,1750.0,2730.0,1365.0,,,,40.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024049779,False
TGS-2025054113,Driving Digital Sustainability,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,3800.0,1140.0,2964.0,889.2,,,8.0,28.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025054113,False
TGS-2023040646,Post-Diploma Certificate in Corporate Sustainability Disclosure (in Specialist Diploma in Sustainability Reporting),Temasek Polytechnic,esg_reporting,3888.0,3888.0,3032.6400000000003,3032.6400000000003,,,22.0,120.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040646,False
TGS-2023040643,Post-Diploma Certificate in Sustainability Frameworks & Communication (in Specialist Diploma in Sustainability Reporting),Temasek Polytechnic,esg_reporting,3888.0,3888.0,3032.6400000000003,3032.6400000000003,4.0,18.0,23.0,120.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040643,True
TGS-2022010804,"Strategy, Risk Management and Design for Sustainability",NANYANG TECHNOLOGICAL UNIVERSITY,esg_reporting,3950.0,1185.0,3081.0,924.3000000000001,4.0,393.0,595.0,28.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022010804,False
TGS-2024041163,Post-Diploma Certificate in Aquaculture Farm Management & Sustainability (PDC3 in Specialist Diploma in Aquaculture Management & Technology),Temasek Polytechnic,esg_reporting,3996.0,3996.0,3116.88,3116.88,4.0,24.0,23.0,120.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024041163,False
TGS-2020505430,Advanced manufacturing processes for sustainable polymer-based materials,SINGAPORE INSTITUTE OF MANUFACTURING TECHNOLOGY,esg_reporting,4000.0,1200.0,3120.0,936.0,4.5,4.0,5.0,40.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2020505430,False
TGS-2021008421,Contemporary Finance: Fintech and Sustainable Finance (Classroom and Asynchronous e-learning),NANYANG TECHNOLOGICAL UNIVERSITY,esg_reporting,4000.0,1200.0,3120.0,936.0,3.5,109.0,255.0,39.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021008421,False
TGS-2024048782,Green Transformation with Sustainability Excellence Associate (SEA) and B Corp Certification Process,SINGAPORE INSTITUTE OF TECHNOLOGY,esg_reporting,4000.0,1200.0,3120.0,936.0,,,,32.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024048782,False
TGS-2024047457,(SCTP) Sustainable Process Operations,SINGAPORE POLYTECHNIC,esg_reporting,4030.0,1209.0,3143.4,943.02,,,,64.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024047457,False
TGS-2025053934,Certificate in Monitoring & Reporting for Sustainability,SINGAPORE POLYTECHNIC,esg_reporting,4236.0,4236.0,3304.08,3304.08,,,,120.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025053934,False
TGS-2021007471,Post-Diploma Certificate in Building Performance & Sustainability (in Specialist Diploma in Energy Management & Sustainable Design),Temasek Polytechnic,esg_reporting,4236.0,4236.0,3304.08,3304.08,4.0,46.0,106.0,120.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021007471,False
TGS-2021007468,Post-Diploma Certificate in Building Systems (in Specialist Diploma in Energy Management & Sustainable Design),Temasek Polytechnic,esg_reporting,4236.0,4236.0,3304.08,3304.08,4.0,53.0,97.0,120.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021007468,False
TGS-2023039674,Post-Diploma Certificate in Energy Management (in Specialist Diploma in Environmental Technology & Energy Sustainability),Temasek Polytechnic,esg_reporting,4236.0,4236.0,3304.08,3304.08,4.0,9.0,27.0,120.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023039674,False
TGS-2023018510,Post-Diploma Certificate in Sustainable Strategies (PDC 1 in Specialist Diploma in Sustainable Built Environment),Temasek Polytechnic,esg_reporting,4236.0,4236.0,3304.08,3304.08,4.5,22.0,32.0,120.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023018510,False
TGS-2023039667,Post-Diploma Certificate in Sustainable Utilities Systems (in Specialist Diploma in Environment & Water Technology),Temasek Polytechnic,esg_reporting,4236.0,4236.0,3304.08,3304.08,4.5,10.0,24.0,120.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023039667,False
TGS-2023039671,Post-Diploma Certificate in Sustainable Utilities Systems (in Specialist Diploma in Environmental Technology & Energy Sustainability),Temasek Polytechnic,esg_reporting,4236.0,4236.0,3304.08,3304.08,4.0,10.0,28.0,120.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023039671,False
TGS-2025054977,Post Diploma Certificate in Sustainability,Republic Polytechnic,esg_reporting,4374.0,4374.0,3411.7200000000003,3411.7200000000003,,,,135.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025054977,False
TGS-2024042953,(â€‹SCTP) Sustainability Practices and Reportingâ€‹ (Classroom and Asynchronous e-learning),SINGAPORE POLYTECHNIC,esg_reporting,4410.0,1323.0,3439.8,1031.94,,,,75.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024042953,False
TGS-2023017961,Post-Diploma Certificate in Corporate Sustainability,Republic Polytechnic,esg_reporting,4495.5,4495.5,3506.4900000000002,3506.4900000000002,4.0,31.0,171.0,135.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023017961,False
TGS-2023017957,Post-Diploma Certificate in Environmental Sustainability,Republic Polytechnic,esg_reporting,4495.5,4495.5,3506.4900000000002,3506.4900000000002,4.0,47.0,180.0,135.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023017957,False
TGS-2025055518,"Environmental, Social and Governance (ESG) and Sustainability Reporting (Classroom and Asynchronous e-learning)",NANYANG TECHNOLOGICAL UNIVERSITY,esg_reporting,4500.0,1350.0,3510.0,1053.0,,,,39.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025055518,False
TGS-2024050568,The Consumer Sustainability Industry Readiness Index (COSIRI) Assessor Training,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,4500.0,1350.0,3510.0,1053.0,,,10.0,36.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024050568,False
TGS-2024050564,The Consumer Sustainability Industry Readiness Index (COSIRI) Assessor Training (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,4500.0,1350.0,3510.0,1053.0,,,,36.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024050564,False
TGS-2022015255,Post Diploma Certificate in Facilities Management - Part of Specialist Diploma in Sustainable Facilities Management (SDSF2),Ngee Ann Polytechnic,esg_reporting,4765.5,4765.5,3717.09,3717.09,4.0,26.0,41.0,135.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015255,False
TGS-2025055657,Post Diploma Certificate in Facilities Management - Part of Specialist Diploma in Sustainable Facilities Management (SDSF3),Ngee Ann Polytechnic,esg_reporting,4765.5,4765.5,3717.09,3717.09,,,,135.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025055657,False
TGS-2023018514,Post-Diploma Certificate in Sustainable Practices in the Built Environment (PDC 2 in Specialist Diploma in Sustainable Built Environment),Temasek Polytechnic,esg_reporting,4765.5,4765.5,3717.09,3717.09,3.0,7.0,25.0,135.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023018514,False
TGS-2024046392,Sustainability Capstone Project and Career Advisory (Classroom and Synchronous),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,4800.0,1440.0,3744.0,1123.2,3.5,18.0,62.0,40.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024046392,False
TGS-2025054279,Certificate in Supply Chain Sustainability,SINGAPORE POLYTECHNIC,esg_reporting,4860.0,4860.0,3790.8,3790.8,,,,150.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025054279,False
TGS-2022010691,Certificate Programme in Sustainable Finance,NANYANG TECHNOLOGICAL UNIVERSITY,esg_reporting,4900.0,1470.0,3822.0,1146.6000000000001,4.5,266.0,408.0,38.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022010691,False
TGS-2023018523,Post-Diploma Certificate in Sustainable Practices in Fashion (PDC 2 in Specialist Diploma in Sustainable Fashion),Temasek Polytechnic,esg_reporting,4968.0,4968.0,3875.04,3875.04,3.5,3.0,5.0,120.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023018523,False
TGS-2023018519,Post-Diploma Certificate in Sustainable Strategies (PDC 1 in Specialist Diploma in Sustainable Fashion),Temasek Polytechnic,esg_reporting,4968.0,4968.0,3875.04,3875.04,3.5,3.0,14.0,120.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023018519,False
TGS-2023021545,Driving Sustainable Transformation,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,esg_reporting,5000.0,1500.0,3900.0,1170.0,4.5,11.0,15.0,156.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023021545,False
TGS-2023021928,Energy Sustainability and Energy Management Systems,SINGAPORE INSTITUTE OF TECHNOLOGY,esg_reporting,5000.0,1500.0,3900.0,1170.0,4.5,32.0,33.0,40.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023021928,False
TGS-2023021541,Measuring and Reporting on Sustainability,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,esg_reporting,5000.0,1500.0,3900.0,1170.0,4.5,13.0,12.0,156.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023021541,False
TGS-2023021546,Strategic Approaches to Sustainability,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,esg_reporting,5000.0,1500.0,3900.0,1170.0,4.5,12.0,12.0,156.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023021546,False
TGS-2023021544,Sustainable Finance,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,esg_reporting,5000.0,1500.0,3900.0,1170.0,4.5,13.0,13.0,156.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023021544,False
TGS-2023021551,Sustainable Innovation,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,esg_reporting,5000.0,1500.0,3900.0,1170.0,4.5,43.0,42.0,156.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023021551,False
TGS-2022010788,Sustainable People Practices for Organisational Effectiveness,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,5000.0,5000.0,3900.0,3900.0,,,,24.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022010788,False
TGS-2024046736,Sustainable and Resilient Data Centres,SINGAPORE INSTITUTE OF TECHNOLOGY,esg_reporting,5000.0,1500.0,3900.0,1170.0,4.5,20.0,79.0,40.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024046736,False
TGS-2022014830,Transforming Small and Medium Enterprises: Strategic Sustainable Development,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,5000.0,1500.0,3900.0,1170.0,4.0,19.0,25.0,40.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022014830,False
TGS-2022014865,Transforming Small and Medium Enterprises: Strategic Sustainable Development (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,5000.0,1500.0,3900.0,1170.0,,,,40.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022014865,False
TGS-2023040231,Capstone Project (in MC in Sustainability In Action (in Diploma in Business Practice (Sustainability Management)),Temasek Polytechnic,esg_reporting,5094.0,1528.2,3973.32,1191.996,,,,180.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040231,False
TGS-2023040218,Modular Certificate in Business Management & ESG (in Diploma in Business Practice (Sustainability Management)),Temasek Polytechnic,esg_reporting,5094.0,5094.0,3973.32,3973.32,4.0,6.0,14.0,180.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040218,False
TGS-2023020376,Modular Certificate in Business Sustainability,Republic Polytechnic,esg_reporting,5094.0,5094.0,3973.32,3973.32,,,11.0,180.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023020376,False
TGS-2023040214,Modular Certificate in Digitalisation & Sustainability Management (in Diploma in Business Practice (Sustainability Management)),Temasek Polytechnic,esg_reporting,5094.0,5094.0,3973.32,3973.32,,,19.0,180.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040214,False
TGS-2021007388,Modular Certificate in Environmental & Waste Management (in Part-Time Diploma in Applied Science (Chemical Technology)),Temasek Polytechnic,esg_reporting,5094.0,5094.0,3973.32,3973.32,4.0,33.0,155.0,180.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021007388,False
TGS-2023039588,Modular Certificate in Environmental Sustainability (ES),Republic Polytechnic,esg_reporting,5094.0,5094.0,3973.32,3973.32,,,,180.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023039588,False
TGS-2023019759,Modular Certificate in Environmental Sustainability - Part of Diploma in Engineering (Civil & Structural) (DECS),Ngee Ann Polytechnic,esg_reporting,5094.0,5094.0,3973.32,3973.32,4.5,29.0,33.0,180.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023019759,False
TGS-2023041092,Modular Certificate in Environmental Sustainability - Part of Diploma in Engineering (Civil & Structural) (DECS1),Ngee Ann Polytechnic,esg_reporting,5094.0,5094.0,3973.32,3973.32,5.0,18.0,24.0,180.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023041092,False
TGS-2023040971,Modular Certificate in Internationalisation and Sustainable Development - Part of Diploma in Applied Management for the Future Workplace (DMFW1),Ngee Ann Polytechnic,esg_reporting,5094.0,5094.0,3973.32,3973.32,4.0,3.0,30.0,180.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040971,False
TGS-2024042261,Modular Certificate in Sustainability (Elective) - Part of Diploma in Business Practice (Administration & Management) (DBAM3),Ngee Ann Polytechnic,esg_reporting,5094.0,5094.0,3973.32,3973.32,,,,180.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024042261,False
TGS-2023040230,Modular Certificate in Sustainability In Action (in Diploma in Business Practice (Sustainability Management)),Temasek Polytechnic,esg_reporting,5094.0,5094.0,3973.32,3973.32,,,,180.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040230,False
TGS-2021008749,Modular Certificate in Sustainable Aquaculture and Environmental Sciences (in Part-time Diploma in Applied Science (Aquaculture)),Temasek Polytechnic,esg_reporting,5094.0,5094.0,3973.32,3973.32,4.0,22.0,42.0,180.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2021008749,False
TGS-2023040226,Modular Certificate in Sustainable Communications & Engagement (in Diploma in Business Practice (Sustainability Management)),Temasek Polytechnic,esg_reporting,5094.0,5094.0,3973.32,3973.32,,,,180.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040226,False
TGS-2023039611,Modular Certificate in Sustainable Farming (SF),Republic Polytechnic,esg_reporting,5094.0,5094.0,3973.32,3973.32,4.0,1.0,1.0,180.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023039611,False
TGS-2023018052,Modular Certificate in Sustainable Farming Practice and Immersion,Republic Polytechnic,esg_reporting,5094.0,5094.0,3973.32,3973.32,,,17.0,180.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023018052,False
TGS-2023040222,Modular Certificate in Sustainable Finance (in Diploma in Business Practice (Sustainability Management)),Temasek Polytechnic,esg_reporting,5094.0,5094.0,3973.32,3973.32,,,,180.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040222,False
TGS-2024051272,Modular Certificate in Sustainable Tourism Management,Republic Polytechnic,esg_reporting,5094.0,5094.0,3973.32,3973.32,,,,180.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051272,False
TGS-2024050593,MAS919 - Geographic Information System (GIS) and Geospatial Learning in Sustainability,NANYANG TECHNOLOGICAL UNIVERSITY,esg_reporting,5200.0,1560.0,4056.0,1216.8,,,,52.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024050593,False
TGS-2024050098,Leading Transformational Change for Agility & Sustainability,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,5250.0,1575.0,4095.0,1228.5,4.5,8.0,13.0,35.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024050098,False
TGS-2024050101,Leading Transformational Change for Agility and Sustainability (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,5250.0,1575.0,4095.0,1228.5,,,,35.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024050101,False
TGS-2023021787,Leading in Sustainability and Climate Change,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,5250.0,1575.0,4095.0,1228.5,,,,32.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023021787,False
TGS-2025052422,Sustainability and Resilience Project Module,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,5250.0,1575.0,4095.0,1228.5,,,,35.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025052422,False
TGS-2024047949,Post-Diploma Certificate in IoT Implementation for Sustainability Solutioning (part of Specialist Diploma in IoT for Sustainable Solutioning),Nanyang Polytechnic,esg_reporting,5295.0,5295.0,4130.1,4130.1,,,11.0,150.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024047949,False
TGS-2024047941,Post-Diploma Certificate in Materials Sustainability and Governance (part of Specialist Diploma in Sustainable Materials Management),Nanyang Polytechnic,esg_reporting,5295.0,5295.0,4130.1,4130.1,,,8.0,150.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024047941,False
TGS-2025053090,Sustainable Futures: Exploring Finnish Sustainability through Innovation and Social Responsibility,Nanyang Polytechnic,esg_reporting,5370.0,1611.0,4188.6,1256.5800000000002,,,16.0,68.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025053090,False
TGS-2025054577,Implementing Net Zero Healthcare,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,5400.0,1620.0,4212.0,1263.6000000000001,,,,39.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025054577,False
TGS-2024051572,"Leadership in Supply Chain, Operations & Sustainability (Classroom & Synchronous e-Learning)",NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,5400.0,1620.0,4212.0,1263.6000000000001,,,,39.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051572,False
TGS-2024051037,Leading Transformational Change for Agility and Sustainability (Classroom & Synchronous e-Learning),NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,5400.0,1620.0,4212.0,1263.6000000000001,,,,39.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051037,False
TGS-2025054570,Net Zero Analytics (Synchronous and Asynchronous e-Learning),NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,5400.0,1620.0,4212.0,1263.6000000000001,,,,39.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025054570,False
TGS-2025054575,Principles of Sustainable Healthcare Practice,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,5400.0,1620.0,4212.0,1263.6000000000001,,,,39.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025054575,False
TGS-2025055105,Sustainable Finance: Principles and Practices (Classroom and Asynchronous e-learning),NANYANG TECHNOLOGICAL UNIVERSITY,esg_reporting,5500.0,1650.0,4290.0,1287.0,,,,36.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025055105,False
TGS-2025055012,"Sustainability Expert - Leading Change Towards Environmental, Social and Governance (ESG) Sustainability",TUV SUD PSB PTE. LTD.,esg_reporting,5520.0,2760.0,4305.6,2152.8,,,,48.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025055012,False
TGS-2024047923,Sustainable Finance in Action,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,5800.0,5800.0,4524.0,4524.0,,,,32.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024047923,False
TGS-2022015256,Post Diploma Certificate in Built Environment Management - Part of Specialist Diploma in Sustainable Facilities Management (SDSF2),Ngee Ann Polytechnic,esg_reporting,5824.5,5824.5,4543.110000000001,4543.110000000001,4.0,18.0,56.0,165.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015256,False
TGS-2025055661,Post Diploma Certificate in Built Environment Management - Part of Specialist Diploma in Sustainable Facilities Management (SDSF3),Ngee Ann Polytechnic,esg_reporting,5824.5,5824.5,4543.110000000001,4543.110000000001,,,,165.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025055661,False
TGS-2024051675,"(SCTP) Sustainability and Environmental Professionals (Classroom, Synchronous and Asynchronous) (Full-time) (TA-eligible)",Republic Polytechnic,esg_reporting,5940.0,1782.0,4633.2,1389.96,,,,270.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051675,False
TGS-2023040107,Corporate Sustainability: Strategies and Innovations (Classroom & Asynchronous e-learning),NANYANG TECHNOLOGICAL UNIVERSITY,esg_reporting,6500.0,1950.0,5070.0,1521.0,4.5,112.0,111.0,39.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040107,True
TGS-2023040109,Sustainability Reporting (Classroom & Asynchronous e-learning),NANYANG TECHNOLOGICAL UNIVERSITY,esg_reporting,6500.0,1950.0,5070.0,1521.0,4.5,75.0,107.0,39.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040109,True
TGS-2023040110,Sustainability and Law (Classroom & Asynchronous e-learning),NANYANG TECHNOLOGICAL UNIVERSITY,esg_reporting,6500.0,1950.0,5070.0,1521.0,4.5,76.0,108.0,39.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040110,True
TGS-2024046979,Towards an Era of Sustainable Finance Programme,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,6500.0,6500.0,5070.0,5070.0,,,,32.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024046979,False
TGS-2024044365,Graduate Certificate in Sustainability Management,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,esg_reporting,6600.0,6600.0,5148.0,5148.0,,,,108.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024044365,False
TGS-2024049601,Circular Economy-Enabling a Sustainable Future,NANYANG TECHNOLOGICAL UNIVERSITY,esg_reporting,7200.0,2160.0,5616.0,1684.8,,,,39.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024049601,False
TGS-2023036594,Internationalisation Series: Green Technology and Sustainable Innovations in Korea,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,7400.0,2220.0,5772.0,1731.6000000000001,,,,39.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023036594,False
TGS-2023021416,"Internationalisation Series: An Outside-In Approach to Sustainable Business Growth, Taiwan",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,7700.0,2310.0,6006.0,1801.8,,,,43.5,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023021416,False
TGS-2023040642,Specialist Diploma in Sustainability Reporting,Temasek Polytechnic,esg_reporting,7776.0,7776.0,6065.280000000001,6065.280000000001,,,,240.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040642,False
TGS-2022017122,Driving Sustainability in Green Technology - Sustainability Leadership in Real Estate Sector,NANYANG TECHNOLOGICAL UNIVERSITY,esg_reporting,8000.0,2400.0,6240.0,1872.0,4.0,17.0,24.0,56.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022017122,False
TGS-2022017119,Driving Sustainability in Green Technology - The Future of Food Technology,NANYANG TECHNOLOGICAL UNIVERSITY,esg_reporting,8000.0,2400.0,6240.0,1872.0,,,,56.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022017119,False
TGS-2022017121,Driving Sustainability in Green Technology - The Future of Smart Building and Smart City,NANYANG TECHNOLOGICAL UNIVERSITY,esg_reporting,8000.0,2400.0,6240.0,1872.0,4.5,22.0,35.0,56.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022017121,False
