coursereferencenumber,coursetitle,trainingprovideralias,skill_cluster,full_course_fee,course_fee_after_subsidies,usd_list,usd_after_ssg,courseratings_stars,courseratings_noofrespondents,attendancecount,number_of_hours,lookup_url,already_in_scored_catalogue
TGS-2023040648,Sustainability Reporting Standards (in Post-Diploma Certificate in Corporate Sustainability Disclosure in Specialist Diploma in Sustainability Reporting),Temasek Polytechnic,esg_reporting,1944.0,583.2,1516.3200000000002,454.8960000000001,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023040648,False
TGS-2025054968,Sustainable Tourism Management,Republic Polytechnic,esg_reporting,1944.0,583.2,1516.3200000000002,454.8960000000001,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2025054968,False
TGS-2022016101,Design for Sustainable Products and Services,SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,esg_reporting,1950.0,585.0,1521.0,456.3,4.5,8.0,35.0,24.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022016101,False
TGS-2022015954,Innovate for the Sustainable Circular Economy,SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,esg_reporting,1950.0,585.0,1521.0,456.3,4.0,24.0,39.0,24.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015954,False
TGS-2022015596,Introduction to Project Management for Sustainable Development,SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,esg_reporting,1950.0,585.0,1521.0,456.3,4.5,24.0,80.0,24.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015596,False
TGS-2022015957,Lean and Green Business Models: Delivering Sustainable Quality in the Business World,SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,esg_reporting,1950.0,585.0,1521.0,456.3,4.5,39.0,56.0,24.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015957,False
TGS-2022016792,Sustainability Innovations and Best Practices for Green Building,SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,esg_reporting,1950.0,585.0,1521.0,456.3,,,,24.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022016792,False
TGS-2024041165,Aquaculture Farm Management & Regulations (in PDC in Aquaculture Farm Management & Sustainability in Specialist Diploma in Aquaculture Management & Technology),Temasek Polytechnic,esg_reporting,1998.0,599.4,1558.44,467.532,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024041165,False
TGS-2024041164,Sustainable Aquaculture (in PDC in Aquaculture Farm Management & Sustainability in Specialist Diploma in Aquaculture Management & Technology),Temasek Polytechnic,esg_reporting,1998.0,599.4,1558.44,467.532,,,,60.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024041164,False
TGS-2024050853,Advanced Certificate in Business Innovation for Small and Medium-sized Enterprises (SMEs) Module 4: Identifying Growth and Sustainability Opportunities for Traditional Businesses,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,25.0,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024050853,False
TGS-2024050854,Advanced Certificate in Business Innovation for Small and Medium-sized Enterprises (SMEs) Module 4: Identifying Growth and Sustainability Opportunities for Traditional Businesses (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024050854,False
TGS-2024050569,"Advanced Certificate in FinTech, Sustainable and Ethical Finance Module 1: FinTech and InsurTech - Global Outlook and Emerging Technology",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024050569,False
TGS-2024050559,"Advanced Certificate in FinTech, Sustainable and Ethical Finance Module 4: Green Financing and Investment Instruments",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024050559,False
TGS-2024050554,"Advanced Certificate in FinTech, Sustainable and Ethical Finance Module 4: Green Financing and Investment Instruments (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024050554,False
TGS-2024050570,"Advanced Certificate in FinTech, Sustainable and Ethical Finance Module 5: Regulation, Policy, and Compliance in FinTech and Sustainable Finance",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024050570,False
TGS-2024050555,"Advanced Certificate in FinTech, Sustainable and Ethical Finance Module 5: Regulation, Policy, and Compliance in FinTech and Sustainable Finance (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024050555,False
TGS-2024051121,Advanced Certificate in Green Technology Module 1: Green Artificial Intelligence for Sustainable Development,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051121,False
TGS-2024051122,Advanced Certificate in Green Technology Module 1: Green Artificial Intelligence for Sustainable Development (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051122,False
TGS-2024051093,Advanced Certificate in Green Technology Module 2: Green Fintech Solutions for Environmental Impact,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051093,False
TGS-2024051099,Advanced Certificate in Green Technology Module 2: Green Fintech Solutions for Environmental Impact (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051099,False
TGS-2024051123,Advanced Certificate in Green Technology Module 3: Advancements in Green Vehicle Technology,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051123,False
TGS-2024051124,Advanced Certificate in Green Technology Module 3: Advancements in Green Vehicle Technology (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051124,False
TGS-2024051100,Advanced Certificate in Green Technology Module 4: Sustainable Design and Construction in Green Building,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051100,False
TGS-2024051125,Advanced Certificate in Green Technology Module 4: Sustainable Design and Construction in Green Building (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051125,False
TGS-2024051126,Advanced Certificate in Green Technology Module 5: Implementing Eco-Friendly Information Technology Infrastructure Practices,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051126,False
TGS-2024051127,Advanced Certificate in Green Technology Module 5: Implementing Eco-Friendly Information Technology Infrastructure Practices (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051127,False
TGS-2024051128,Advanced Certificate in Green Technology Module 6: Financial Strategies for a Greener Future,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051128,False
TGS-2024051106,Advanced Certificate in Green Technology Module 6: Financial Strategies for a Greener Future (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051106,False
TGS-2023039406,"Advanced Certificate in Strategic Sourcing Module 6: Procurement Fraud, Ethics and Sustainability",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,4.5,28.0,28.0,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023039406,False
TGS-2023041000,"Advanced Certificate in Strategic Sourcing Module 6: Procurement Fraud, Ethics and Sustainability (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023041000,False
TGS-2022015186,Advanced Certificate in Sustainable AI for Humanity Module 1: AI for Humanity and Charting Your Future,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015186,False
TGS-2022015134,Advanced Certificate in Sustainable AI for Humanity Module 1: AI for Humanity and Charting Your Future (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015134,False
TGS-2022015076,Advanced Certificate in Sustainable AI for Humanity Module 2: Rethinking AI Governance and Management,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015076,False
TGS-2022015153,Advanced Certificate in Sustainable AI for Humanity Module 2: Rethinking AI Governance and Management (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015153,False
TGS-2022015195,Advanced Certificate in Sustainable AI for Humanity Module 3: Enterprise AI Transformation,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015195,False
TGS-2022015081,Advanced Certificate in Sustainable AI for Humanity Module 3: Enterprise AI Transformation (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015081,False
TGS-2022015187,Advanced Certificate in Sustainable AI for Humanity Module 4: Human-Centric Generative AI Applications,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015187,False
TGS-2022015096,Advanced Certificate in Sustainable AI for Humanity Module 4: Human-Centric Generative AI Applications (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015096,False
TGS-2022015063,Advanced Certificate in Sustainable AI for Humanity Module 5: Nurturing Trustworthy AI,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015063,False
TGS-2022015205,Advanced Certificate in Sustainable AI for Humanity Module 5: Nurturing Trustworthy AI (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015205,False
TGS-2022015136,Advanced Certificate in Sustainable AI for Humanity Module 6: Venturing into the Future with AI,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015136,False
TGS-2022015163,Advanced Certificate in Sustainable AI for Humanity Module 6: Venturing into the Future with AI (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2022015163,False
TGS-2023038056,Advanced Certificate in Sustainable Procurement Module 1: Mastering Effective Sustainable Procurement,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,4.0,60.0,74.0,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038056,False
TGS-2023038061,Advanced Certificate in Sustainable Procurement Module 1: Mastering Effective Sustainable Procurement (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023038061,False
TGS-2024049063,Advanced Certificate in Sustainable Procurement Module 2: Sustainable Strategies in the Procurement Lifecycle,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,19.0,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024049063,False
TGS-2024048880,Advanced Certificate in Sustainable Procurement Module 2: Sustainable Strategies in the Procurement Lifecycle (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024048880,False
TGS-2024051195,Advanced Certificate in Sustainable Procurement Module 3: Sustainable Procurement for a Greener Environment,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051195,False
TGS-2024049056,Advanced Certificate in Sustainable Procurement Module 3: Sustainable Procurement for a Greener Environment (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024049056,False
TGS-2024051215,"Advanced Certificate in Sustainable Procurement Module 4: Leading Procurement in Environmental, Social, and Governance (ESG)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051215,False
TGS-2024051201,"Advanced Certificate in Sustainable Procurement Module 4: Leading Procurement in Environmental, Social, and Governance (ESG) (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051201,False
TGS-2024051197,"Advanced Certificate in Sustainable Procurement Module 5: Sustainable Procurement Policy, Frameworks and Reporting",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051197,False
TGS-2024049058,"Advanced Certificate in Sustainable Procurement Module 5: Sustainable Procurement Policy, Frameworks and Reporting (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024049058,False
TGS-2024051199,Advanced Certificate in Sustainable Procurement Module 6: Driving Sustainability in Suppliers,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024051199,False
TGS-2024049061,Advanced Certificate in Sustainable Procurement Module 6: Driving Sustainability in Suppliers (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,17.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024049061,False
TGS-2023039094,"Applying Quantum Thinking in Leadership and Sustainability Management to Foster Change, Transformation, and Resilience",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,4.0,53.0,80.0,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023039094,False
TGS-2023039095,"Applying Quantum Thinking in Leadership and Sustainability Management to Foster Change, Transformation, and Resilience (Synchronous E-learning)",SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2023039095,False
TGS-2024049958,Building a Sustainable Cloud: Strategies and Techniques,SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024049958,False
TGS-2024049959,Building a Sustainable Cloud: Strategies and Techniques (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,esg_reporting,2000.0,600.0,1560.0,468.0,,,,15.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024049959,False
TGS-2024041271,Designing Sustainable and Impactful Packaging,NATIONAL UNIVERSITY OF SINGAPORE,esg_reporting,2000.0,600.0,1560.0,468.0,,,,16.0,https://skillsfuture.gobusiness.gov.sg/course-directory/courses/TGS-2024041271,False
